event_number, px, py, pz, E
81 1.05512 0.604421 -0.0961065 1.21977
82 1.54403 2.82359 0.608506 3.2752
82 0.0495555 0.0742775 0.0389439 0.0974142
83 -6.60332 -9.35679 -1.13635 11.5085
83 -0.324573 -0.411782 -0.0440311 0.526166
84 2.73402 -12.9179 1.18286 13.2569
84 0.47379 -2.01815 0.157747 2.07901
85 -2.17119 -8.55214 1.83473 9.01218
85 -0.412458 -1.85656 0.369076 1.93731
86 16.764 -4.57297 -0.116511 17.3769
86 1.25531 -0.370581 -0.0339725 1.30931
87 12.1305 -0.497352 -0.987172 12.1807
87 4.40593 -0.190666 -0.439648 4.43192
88 3.75106 -11.5997 1.48744 12.2816
88 1.02919 -3.40612 0.458596 3.58764
89 -2.56537 -8.91681 1.82165 9.45564
89 -0.213295 -0.616502 0.137649 0.666721
90 5.66003 15.3513 -2.41829 16.5393
90 0.718051 1.88786 -0.255437 2.03589
91 3.03961 4.78556 -0.534872 5.69446
91 2.02451 3.37857 -0.418196 3.96085
92 -12.6925 5.05351 -0.652101 13.6771
92 -1.73452 0.737139 -0.115358 1.88818
93 -5.42135 4.97003 -0.261023 7.35938
93 -1.32027 1.27907 -0.109876 1.84153
94 5.30319 10.9655 3.35389 12.6339
94 1.51218 3.23993 1.04065 3.72382
95 1.25105 -2.23427 -0.370395 2.58733
95 0.635354 -0.994014 -0.232064 1.20233
96 -1.25513 0.803836 0.299323 1.52023
96 -1.27472 0.697359 0.20277 1.46708
97 1.97419 3.24861 0.146125 3.80424
97 1.04261 1.91199 0.0778584 2.17918
98 -6.65369 -15.5137 5.17894 17.657
98 -1.00377 -2.36336 0.733685 2.67045
99 6.96436 -5.26976 -1.99826 8.95911
99 3.06675 -2.3073 -0.969499 3.95835
100 -2.48761 -6.55078 1.00296 7.07862
100 -0.423193 -1.27576 0.177665 1.35581
101 -6.90973 -2.63562 -2.10064 7.68788
101 -2.37332 -0.989661 -0.719223 2.67008
102 -1.81015 4.87655 -0.702591 5.24891
102 -1.72103 4.64127 -0.535976 4.97901
103 -1.2899 -9.38157 0.113288 9.4705
103 -0.32624 -2.9248 0.0325726 2.94312
104 -0.0177896 2.37948 0.642213 2.46469
104 0.0296578 1.61695 0.330466 1.65064
105 -1.23403 1.19087 0.256967 1.73408
105 -0.321612 0.330479 0.139294 0.481719
106 -12.0915 2.64979 -1.08919 12.4263
106 -1.59341 0.306569 -0.117106 1.62685
107 14.079 -7.31753 -2.89026 16.1282
107 2.63718 -1.43564 -0.53568 3.05004
108 8.72444 7.42672 0.971755 11.4985
108 2.13723 1.74263 0.202574 2.76506
109 9.8154 1.01927 -2.78812 10.2545
109 9.41248 0.853955 -2.61978 9.80751
110 -9.27555 5.93255 0.851007 11.0433
110 -2.82825 1.85199 0.19574 3.38632
111 4.53228 10.663 0.707237 11.6078
111 1.75937 4.08863 0.190305 4.45516
112 8.8308 -11.3937 -2.03164 14.5577
112 2.97532 -3.86507 -0.60991 4.91561
113 6.14272 -0.169659 1.48112 6.32103
113 2.9349 0.010356 0.688194 3.01452
114 -7.93198 8.74224 0.0184618 11.8044
114 -2.37 2.67466 0.0668201 3.57424
115 -4.09768 -7.78488 -2.38393 9.11473
115 -0.271957 -0.578618 -0.196316 0.668805
116 14.3142 -6.5771 -4.38199 16.351
116 0.26077 -0.131275 -0.0655994 0.299228
117 7.31778 -6.06209 -1.89585 9.68984
117 1.10956 -0.917395 -0.23386 1.45857
118 0.809571 3.41678 1.01922 3.65631
118 0.393954 2.04802 0.661874 2.18808
119 2.54867 10.762 0.277286 11.0632
119 0.134267 0.446854 0.0130811 0.466773
120 -11.2759 2.54625 -0.366097 11.5656
120 -1.58872 0.313846 -0.0764663 1.62123
121 -1.02597 -3.55762 -0.809489 3.79006
121 -0.0110894 -0.0902537 -0.0360879 0.0978317
122 -13.1088 5.43787 3.66338 14.6571
122 -1.90269 0.733922 0.524802 2.10578
123 -11.4054 -4.44618 2.37871 12.4704
123 -2.05506 -0.768147 0.377341 2.22614
124 -7.61323 -4.10489 -2.35824 8.96508
124 -3.77956 -2.1462 -1.19314 4.5072
125 0.644935 -2.68503 0.321274 2.78003
125 0.399246 -1.82074 0.111931 1.86735
126 -2.88776 -2.56811 -0.981514 3.98719
126 -1.92204 -1.66301 -0.753242 2.65089
127 -3.02618 0.195756 0.542125 3.08059
127 -1.58791 0.200859 0.282166 1.62524
128 -0.185477 -1.14295 0.254558 1.18555
128 -0.0515105 -1.15326 0.267436 1.18498
129 -7.27092 -4.55265 -0.356523 8.58603
129 -1.70993 -1.14729 -0.0731659 2.06046
130 -0.778906 14.844 -0.889607 14.891
130 -0.0484807 1.07429 -0.028887 1.07577
131 -2.83522 3.30768 -1.18041 4.5136
131 -0.0373508 0.069532 -0.0281258 0.0837904
132 10.7023 -7.01782 -2.69089 13.0778
132 1.75665 -1.21781 -0.44754 2.18384
133 -9.38303 -0.0403453 -0.780562 9.41552
133 -4.04849 -0.0962364 -0.377641 4.06721
134 -0.0576584 -11.1185 -1.32979 11.1979
134 -0.00706451 -4.8391 -0.491025 4.86395
135 4.19126 5.43351 1.38268 7.00011
135 2.50914 3.08476 0.796821 4.05542
136 -9.3729 6.63591 0.504433 11.4953
136 -5.06628 3.46822 0.288739 6.14647
137 -1.54814 0.0139934 -0.313119 1.57955
137 -1.47237 -0.107037 -0.353393 1.51796
138 -7.42234 -6.41583 -1.65019 9.94872
138 -3.64174 -3.07694 -0.723647 4.82219
139 -0.977286 -7.64531 -0.142203 7.70883
139 -0.450399 -4.29936 -0.0565488 4.32325
140 13.2976 4.00168 0.726281 13.9057
140 3.62845 1.05965 0.134353 3.7824
141 -9.23655 7.89079 1.03076 12.1918
141 -2.64928 2.21912 0.357191 3.4743
142 -1.40414 2.64699 -0.459345 3.03137
142 -0.453661 1.01225 -0.206943 1.1284
143 3.56722 9.73654 1.60666 10.4932
143 0.837331 2.17353 0.412685 2.36552
144 -8.48996 3.41355 -2.74269 9.5527
144 -2.68292 1.15268 -0.909974 3.05856
145 5.41247 -10.2939 -3.38592 12.1129
145 3.03511 -5.56967 -1.81323 6.59704
146 -2.42963 -2.18016 -0.703244 3.33928
146 -2.14938 -1.76428 -0.575289 2.83962
147 7.68242 4.15514 -2.32233 9.03759
147 4.07069 2.22375 -1.33339 4.82634
148 0.872134 10.0438 0.0892938 10.082
148 0.532994 5.69082 -0.0433504 5.71589
149 -3.12065 -10.2218 2.98903 11.0977
149 -0.544576 -1.8088 0.470099 1.94661
150 0.980929 -2.51139 -0.534428 2.74862
150 0.95444 -2.10074 -0.462274 2.35325
151 -8.90183 -2.06237 1.82054 9.31721
151 -0.160494 -0.019029 0.0351793 0.165403
152 2.55814 -4.79196 -0.703238 5.47736
152 0.0762967 -0.125474 -0.0400367 0.15221
153 -3.72636 0.00223586 -0.127947 3.72856
153 -1.3046 0.0686753 -0.00272202 1.30641
154 0.740717 11.1591 -3.09615 11.6043
154 0.457806 5.87961 -1.70665 6.13938
155 11.079 -14.3337 -5.42423 18.9109
155 0.65657 -0.853788 -0.356879 1.13464
156 -0.745323 -1.91663 0.154214 2.06222
156 -0.151956 -0.438018 -0.0269918 0.464412
157 -2.26779 1.50766 0.283611 2.73794
157 -0.689677 0.401262 0.138981 0.809927
158 7.68401 4.3909 0.38317 8.85837
158 5.08833 2.84224 0.34613 5.8386
159 2.02231 -3.52039 0.592582 4.10293
159 0.235736 -0.39039 0.0222256 0.456585
160 0.47854 -1.8881 -0.608628 2.04068
160 0.114034 -0.276094 -0.0613262 0.304946
161 -10.5373 4.73516 1.28253 11.6233
161 -0.965201 0.476829 0.131941 1.08461
162 4.50756 -6.78157 -0.760791 8.17842
162 2.75179 -4.09242 -0.562978 4.96359
163 -3.45547 -0.4337 0.0861515 3.48365
163 -0.00740267 0.00547145 -0.000941287 0.00925323
164 15.5624 -1.6238 0.943958 15.6753
164 2.93084 -0.314823 0.119862 2.95014
165 0.368326 -1.20919 -0.059306 1.26543
165 0.238009 -0.702923 0.0660682 0.74506
166 -3.30904 -3.6541 1.3561 5.11285
166 -0.771014 -0.814141 0.370418 1.18089
167 3.89835 4.79953 -0.738739 6.22723
167 0.821081 0.919834 -0.12888 1.23971
168 0.844817 4.24028 -0.837585 4.404
168 0.422372 1.79994 -0.421816 1.89634
169 -3.92328 0.277683 0.204286 3.9384
169 -0.520504 0.0840726 0.0421847 0.528935
170 2.22343 7.39874 -2.19997 8.03273
170 0.47138 1.64499 -0.549557 1.79728
171 17.6304 -5.72423 -2.92959 18.7665
171 0.763341 -0.272527 -0.11227 0.81827
172 2.18345 -3.58506 -0.582112 4.2378
172 0.137829 -0.212075 -0.0680316 0.261918
173 -8.35478 -7.26442 0.778441 11.0987
173 -4.02571 -3.43163 0.449739 5.30892
174 0.316719 -2.13661 0.118505 2.16321
174 0.245021 -1.68844 -0.0262658 1.70633
175 8.98431 4.57133 -2.72721 10.4428
175 8.47943 4.40063 -2.47433 9.86857
176 -1.53713 -4.74764 0.965435 5.08281
176 -0.419037 -1.35359 0.345335 1.45844
177 -7.03133 -6.9074 1.03792 9.91106
177 -1.31652 -1.25638 0.243664 1.83605
178 -3.67275 4.1629 1.31393 5.70484
178 -0.849992 0.98025 0.373554 1.35016
179 -1.61312 5.94429 -1.71815 6.39444
179 -0.195957 0.918731 -0.273654 0.978444
180 -3.78709 -9.06135 1.95638 10.0139
180 -2.11448 -4.85715 1.11779 5.41409
181 -6.79838 5.57528 2.64671 9.18187
181 -5.82807 4.72697 2.13611 7.80215
182 2.10886 4.26752 -0.468541 4.78315
182 0.0211013 0.0514957 -0.019897 0.0591013
183 -0.874894 3.60339 -0.634562 3.76199
183 -0.317296 1.31765 -0.149568 1.36354
184 -6.95643 5.33084 -0.0381178 8.7642
184 -0.56926 0.389597 -0.0109139 0.6899
185 6.9552 -2.6696 -0.219382 7.45317
185 3.6063 -1.37903 -0.0166324 3.86101
186 -0.197688 -7.85047 -0.650258 7.87983
186 -0.0526957 -2.31811 -0.265478 2.33386
187 10.482 -4.33228 0.86891 11.3753
187 0.341456 -0.161859 0.0445005 0.380487
188 7.44672 -11.9775 -0.524786 14.1135
188 0.63269 -0.945082 -0.0412234 1.13806
189 0.523354 -1.79908 0.580553 1.96154
189 0.203123 -1.04475 0.297435 1.10509
190 -1.30554 1.8511 -0.0532777 2.26581
190 -1.256 1.67216 -0.162888 2.09766
191 14.7626 1.69876 2.90586 15.1415
191 0.202153 0.0391488 0.0385042 0.209478
192 -1.06315 -6.81997 -1.56239 7.07696
192 -0.00258209 -0.0473426 -0.0214224 0.052028
193 -3.57629 -3.82813 -0.00867151 5.23875
193 -2.92436 -3.02929 0.0924777 4.21153
194 -2.61851 3.01346 0.716544 4.05598
194 -2.42358 2.99096 0.69728 3.91226
195 -2.91997 -0.237288 0.126069 2.93231
195 -0.505296 -0.0176569 0.0729683 0.510843
196 3.44832 -1.32432 -0.882397 3.79782
196 1.50124 -0.520367 -0.306598 1.61818
197 0.928901 -5.39147 -1.20999 5.60312
197 0.370163 -2.06999 -0.380811 2.13703
198 5.11938 -18.4123 -1.32038 19.1563
198 0.199218 -0.717109 -0.0781595 0.74836
199 14.7028 -3.83058 2.45106 15.3901
199 1.42943 -0.375465 0.195975 1.49085
200 -0.55458 14.3556 3.13382 14.7041
200 -0.0168816 0.765511 0.138005 0.778035
201 6.3103 2.04783 1.31048 6.76246
201 3.47907 1.21861 0.78279 3.76852
202 -3.58342 2.47115 -1.29675 4.54192
202 -1.41786 0.933387 -0.426928 1.75037
203 -9.54438 -3.52111 2.25776 10.4207
203 -1.16366 -0.478442 0.290767 1.29134
204 3.75833 3.35756 -1.51058 5.26119
204 2.36307 2.2568 -0.979004 3.41111
205 3.42957 -4.36023 0.0639583 5.54776
205 0.246369 -0.374748 0.000320437 0.448479
206 -0.87158 0.708912 -0.334224 1.17214
206 -0.683709 0.696871 -0.226097 1.0021
207 5.67439 -6.14258 0.415558 8.37273
207 1.13837 -1.32064 0.100948 1.74648
208 -0.910568 -8.33652 0.65088 8.41133
208 -0.645104 -6.65257 0.429363 6.69756
209 -9.75645 7.15795 -2.70557 12.3994
209 -4.24533 3.1267 -1.08828 5.38363
210 -1.5556 5.53835 1.38348 5.91669
210 -0.756661 2.44921 0.553766 2.62256
211 -9.0607 -8.97476 -2.66795 13.0292
211 -2.74279 -2.71504 -0.731664 3.92806
212 -0.885056 2.32019 0.391296 2.5139
212 -0.421536 0.870897 0.163562 0.981278
213 -5.06194 7.17286 -1.5745 8.9192
213 -1.87439 2.77175 -0.549441 3.39084
214 -2.63376 -3.29918 0.734829 4.28501
214 -1.96158 -2.37744 0.431185 3.11223
215 -1.43439 -4.63986 0.457218 4.878
215 -0.18522 -0.577465 0.00975647 0.606521
216 -4.54705 -2.45703 1.36621 5.34595
216 -4.02545 -2.26638 1.11878 4.75314
217 4.01231 -5.81494 -1.71496 7.27002
217 0.572354 -0.865492 -0.301053 1.08042
218 0.214577 5.25415 -0.2057 5.26255
218 0.0101872 1.03815 -0.0913191 1.04221
219 1.04281 0.393499 -0.139145 1.12323
219 0.995567 0.278116 -0.222833 1.05743
220 -15.3795 -4.94233 -3.37872 16.5037
220 -0.68453 -0.241026 -0.172711 0.745992
221 3.68929 1.50481 0.0374314 3.98456
221 0.969633 0.464166 0.0395916 1.07573
222 -1.41483 -5.6699 -1.65348 6.07318
222 -0.811861 -3.54259 -0.945246 3.75533
223 -3.52745 -7.06322 -0.195254 7.89748
223 -1.80913 -3.7845 -0.0370785 4.19485
224 -6.73917 -0.948418 1.66317 7.00585
224 -3.68522 -0.422426 0.936599 3.82577
225 0.0900808 3.82929 -0.584185 3.87464
225 0.17534 2.67862 -0.396941 2.71354
226 3.0304 -3.99763 -1.10711 5.13713
226 1.90673 -2.64679 -0.643914 3.32502
227 -11.2224 -5.02574 3.51852 12.7898
227 -1.77 -0.744515 0.518079 1.98887
228 -1.05131 -2.06937 0.234121 2.33289
228 -1.0152 -1.72588 0.179985 2.01039
229 -6.73574 -12.4987 2.93217 14.4978
229 -2.646 -4.84186 1.06026 5.61863
230 -15.7482 -5.53909 4.67204 17.3354
230 -1.52606 -0.540757 0.496738 1.69352
231 -0.722933 3.24633 -0.333911 3.34257
231 -0.015188 0.0184849 0.000359365 0.0239269
232 -1.22559 -7.59135 0.548048 7.70915
232 -0.0710009 -0.566576 0.0715744 0.575476
233 8.87103 -9.7854 -2.46625 13.4362
233 3.18364 -3.40618 -0.832544 4.73611
234 7.61428 3.9736 -0.899428 8.63572
234 1.44579 0.751322 -0.229792 1.64548
235 -5.49409 0.607115 -0.547132 5.55454
235 -3.28341 0.303234 -0.412708 3.32311
236 -10.4945 -3.42813 -1.41207 11.1302
236 -2.28517 -0.726804 -0.246242 2.41057
237 -1.09752 2.83717 0.00407123 3.04205
237 -0.34458 0.888828 -0.0743354 0.956178
238 -6.64024 6.73509 -1.17978 9.53133
238 -0.0481397 0.0351124 -0.00278463 0.0596495
239 -2.78824 6.15916 1.70611 6.97283
239 -0.444009 0.975909 0.215487 1.09361
240 -1.62381 1.71929 0.0989243 2.36696
240 -0.820879 0.914594 0.143859 1.23734
241 -1.08576 1.37796 0.427959 1.80577
241 -0.721219 0.922198 0.173321 1.18349
242 -2.92106 -4.60623 -0.212813 5.4585
242 -0.173012 -0.228487 -0.0310495 0.288277
243 1.47416 2.9209 1.05798 3.43862
243 1.49802 2.85645 0.913189 3.3522
244 11.3406 4.5348 -2.6044 12.4883
244 3.07534 1.26317 -0.773698 3.41349
245 1.5022 -0.595005 0.288667 1.64133
245 0.891375 -0.45649 0.224821 1.02639
246 -6.42931 12.7296 -2.62484 14.5006
246 -2.44395 4.95652 -0.950973 5.60753
247 -3.74537 2.5942 1.34484 4.7504
247 -0.513628 0.371443 0.136873 0.648474
248 -0.0367664 13.6866 -2.32427 13.8826
248 0.0546998 4.22434 -0.681444 4.2793
249 -8.73055 -2.71042 -1.10803 9.20851
249 -8.31533 -2.68901 -1.14285 8.81372
250 16.4222 -3.87409 -3.62529 17.258
250 1.42315 -0.354556 -0.279079 1.49297
251 -2.18992 -0.86549 0.645941 2.44173
251 -0.960483 -0.341842 0.195903 1.03815
252 5.17544 9.7438 -2.85619 11.3967
252 1.60019 3.05503 -0.817793 3.54438
253 -0.344603 12.8927 2.41131 13.1208
253 -0.0166311 0.483534 0.0642485 0.488067
254 2.86602 -5.52129 0.0387285 6.22095
254 2.36834 -4.46815 -0.0821816 5.05768
255 1.52248 8.82053 1.56475 9.0867
255 1.45509 8.65001 1.66377 8.92794
256 16.7878 -4.06023 4.9821 17.976
256 0.341388 -0.0980741 0.0898804 0.366392
257 -10.3553 4.76063 -1.24272 11.4647
257 -0.727357 0.370707 -0.0742585 0.819748
258 1.38632 -5.28648 0.0322868 5.46532
258 0.365067 -1.14648 0.0183343 1.20334
259 9.78491 -1.83571 0.945807 10.0004
259 8.29369 -1.56162 0.677141 8.46655
260 -8.59028 -4.21437 -1.37342 9.66644
260 -2.20156 -1.09887 -0.286291 2.47716
261 -7.31393 -4.34543 -0.653599 8.5325
261 -1.50292 -0.904917 -0.195467 1.76518
262 -8.18711 -7.34152 -3.21269 11.4564
262 -0.787222 -0.693849 -0.349227 1.10594
263 4.21713 -15.37 1.70529 16.029
263 0.810839 -2.84429 0.266014 2.96955
264 -4.81981 3.55425 0.865364 6.0508
264 -4.77936 3.44334 0.969473 5.96982
265 -9.97252 11.4245 4.14308 15.7205
265 -2.99163 3.49731 1.31794 4.78727
266 -2.43808 0.137293 0.569865 2.50756
266 -0.976264 0.132333 0.268168 1.02104
267 -7.94759 -6.81996 3.02206 10.9
267 -3.33906 -2.95949 1.34123 4.65905
268 3.37184 1.75991 -0.662825 3.86082
268 1.22714 0.732637 -0.235897 1.44854
269 0.632973 -9.16392 0.472607 9.1979
269 0.181031 -2.98454 0.0809634 2.99112
270 -15.5634 -2.3939 -1.14776 15.7882
270 -1.89771 -0.27505 -0.183987 1.92635
271 -10.4741 -2.08487 -0.764113 10.7069
271 -5.21865 -0.960958 -0.43665 5.32432
272 -8.31485 -14.1294 1.18158 16.4369
272 -1.7052 -2.99396 0.286412 3.45739
273 -5.78201 5.6257 0.126484 8.06822
273 -2.88237 2.90355 0.128926 4.09332
274 -6.79516 -7.69983 0.219847 10.2718
274 -0.0382127 -0.045126 0.0114952 0.0602387
275 3.35426 -7.84799 0.747416 8.56741
275 0.562548 -1.26642 0.0704852 1.38753
276 -6.52955 -2.64561 0.480693 7.06154
276 -1.73923 -0.755404 0.077393 1.89778
277 -2.78176 -3.53745 -0.556634 4.53449
277 -1.86905 -2.20715 -0.33095 2.91108
278 -3.72731 -2.43058 -0.459987 4.47349
278 -1.45343 -1.04513 -0.211234 1.8026
279 5.07386 2.15454 1.4111 5.69011
279 2.33223 0.89321 0.655876 2.58211
280 -4.03652 -3.08854 0.62109 5.12039
280 -0.0122437 -0.00410038 0.00718315 0.0147756
281 1.34829 -2.87797 -0.200035 3.18443
281 1.31464 -2.57041 -0.262861 2.89903
282 -9.15869 -8.71861 -3.46381 13.1108
282 -4.55417 -4.46003 -1.77935 6.61803
283 -9.44586 9.25479 -1.68508 13.331
283 -2.03032 1.90259 -0.355645 2.80509
284 -8.45548 -4.78296 -0.145522 9.71561
284 -3.00589 -1.78968 -0.0297866 3.49845
285 -3.49281 0.773965 0.985138 3.71069
285 -1.10435 0.29088 0.251112 1.1693
286 6.12401 -3.02849 -1.42326 6.9786
286 5.54604 -2.8721 -1.24344 6.36818
287 -4.32375 3.70571 0.736655 5.74193
287 -2.98029 2.49816 0.607197 3.93594
288 5.90211 -3.59056 0.339652 6.91682
288 1.54905 -0.871051 0.0561501 1.77804
289 5.12435 -2.16439 1.32312 5.71788
289 4.08606 -1.60382 1.08698 4.52213
290 5.79337 -1.8908 -1.36321 6.24472
290 0.790905 -0.224582 -0.22301 0.851881
291 -1.10432 1.86489 0.509337 2.22637
291 -0.690405 0.988414 0.328837 1.2497
292 5.95007 -8.69248 -1.41565 10.6286
292 0.763686 -1.182 -0.221552 1.42458
293 1.28572 -3.07529 -0.711005 3.40823
293 0.724756 -2.00935 -0.436558 2.18022
294 1.43887 2.74525 -0.32102 3.11606
